Unnamed: 0,province,district,sub-district,unit_number,village,place,latitude,longitude,full_address
1,ลำปาง,งาว,นาแก,1,1,ศาลาเอนกประสงค์  บ้านทุ่งศาลา,18.78490901,99.97075416,"ศาลาเอนกประสงค์  บ้านทุ่งศาลา, หมู่ที่ 1, นาแก, งาว, ลำปาง"
2,ลำปาง,งาว,นาแก,2,2,ศาลาประชาคม วัดหนองเหียง,18.77575856,99.9687307,"ศาลาประชาคม วัดหนองเหียง, หมู่ที่ 2, นาแก, งาว, ลำปาง"
3,ลำปาง,งาว,นาแก,3,3,ศาลาวัดนาแก,18.7718736,99.95805296,"ศาลาวัดนาแก, หมู่ที่ 3, นาแก, งาว, ลำปาง"
4,ลำปาง,งาว,นาแก,4,4,ศาลากลางหมู่บ้าน บ้านแม่ฮ่าง,18.84305532,99.86316604,"ศาลากลางหมู่บ้าน บ้านแม่ฮ่าง, หมู่ที่ 4, นาแก, งาว, ลำปาง"
5,ลำปาง,งาว,นาแก,5,5,โรงเรียนแม่แป้นวิทยา,18.80573498,99.9180159,"โรงเรียนแม่แป้นวิทยา, หมู่ที่ 5, นาแก, งาว, ลำปาง"
6,ลำปาง,งาว,นาแก,6,6,ศาลากลางหมู่บ้าน บ้านสันติสุข,18.85777202,99.83776095,"ศาลากลางหมู่บ้าน บ้านสันติสุข, หมู่ที่ 6, นาแก, งาว, ลำปาง"
7,ลำปาง,งาว,บ้านร้อง,1,1,ศาลากลางหมู่บ้าน บ้านนาแรม,18.88316462,99.94518281,"ศาลากลางหมู่บ้าน บ้านนาแรม, หมู่ที่ 1, บ้านร้อง, งาว, ลำปาง"
8,ลำปาง,งาว,บ้านร้อง,2,2,ศาลากลางหมู่บ้าน บ้านร้อง,18.88316462,99.94518281,"ศาลากลางหมู่บ้าน บ้านร้อง, หมู่ที่ 2, บ้านร้อง, งาว, ลำปาง"
9,ลำปาง,งาว,บ้านร้อง,3,3,ศาลาวัดสบป๋อน,18.8791212,99.9433027,"ศาลาวัดสบป๋อน, หมู่ที่ 3, บ้านร้อง, งาว, ลำปาง"
10,ลำปาง,งาว,บ้านร้อง,4,4,ศาลาประชาคมบ้านข่อย,18.94755483,99.87951731,"ศาลาประชาคมบ้านข่อย, หมู่ที่ 4, บ้านร้อง, งาว, ลำปาง"
11,ลำปาง,งาว,บ้านร้อง,5,5,ศาลาวัดบ้านผาแดง,19.00439384,99.79591472,"ศาลาวัดบ้านผาแดง, หมู่ที่ 5, บ้านร้อง, งาว, ลำปาง"
12,ลำปาง,งาว,บ้านร้อง,6,6,ศาลากลางหมู่บ้าน บ้านปากบอก,18.88316462,99.94518281,"ศาลากลางหมู่บ้าน บ้านปากบอก, หมู่ที่ 6, บ้านร้อง, งาว, ลำปาง"
13,ลำปาง,งาว,บ้านร้อง,7,7,ศาลาประชาคมหมู่บ้าน,18.88316462,99.94518281,"ศาลาประชาคมหมู่บ้าน, หมู่ที่ 7, บ้านร้อง, งาว, ลำปาง"
14,ลำปาง,งาว,บ้านร้อง,8,8,โรงเรียนบ้านใหม่พัฒนา,19.03591755,99.7854134,"โรงเรียนบ้านใหม่พัฒนา, หมู่ที่ 8, บ้านร้อง, งาว, ลำปาง"
15,ลำปาง,งาว,บ้านร้อง,9,9,ศาลากลางหมู่บ้าน บ้านท่าเจริญ,18.91680169,99.93975517,"ศาลากลางหมู่บ้าน บ้านท่าเจริญ, หมู่ที่ 9, บ้านร้อง, งาว, ลำปาง"
16,ลำปาง,งาว,บ้านร้อง,10,10,ศาลากลางหมู่บ้าน บ้านร้องพัฒนา,18.88316462,99.94518281,"ศาลากลางหมู่บ้าน บ้านร้องพัฒนา, หมู่ที่ 10, บ้านร้อง, งาว, ลำปาง"
17,ลำปาง,งาว,บ้านร้อง,11,11,โรงเรียนบ้านข่อยมิตรภาพที่ 110 สาขาแม่งาว,18.88851061,99.93246889,"โรงเรียนบ้านข่อยมิตรภาพที่ 110 สาขาแม่งาว, หมู่ที่ 11, บ้านร้อง, งาว, ลำปาง"
18,ลำปาง,งาว,บ้านร้อง,12,12,ศาลากลางหมู่บ้าน บ้านชนแดน,18.96319997,99.91976108,"ศาลากลางหมู่บ้าน บ้านชนแดน, หมู่ที่ 12, บ้านร้อง, งาว, ลำปาง"
19,ลำปาง,งาว,บ้านร้อง,13,13,โรงเรียนบ้านแม่งาวใต้ สาขาแม่คำหล้า,18.96978355,99.80966763,"โรงเรียนบ้านแม่งาวใต้ สาขาแม่คำหล้า, หมู่ที่ 13, บ้านร้อง, งาว, ลำปาง"
20,ลำปาง,งาว,บ้านหวด,1,1,ศาลากลางหมู่บ้านบ้านร่องต้า,18.68024528,99.93296437,"ศาลากลางหมู่บ้านบ้านร่องต้า, หมู่ที่ 1, บ้านหวด, งาว, ลำปาง"
21,ลำปาง,งาว,บ้านหวด,2,2,ศูนย์พัฒนาตำบลบ้านหวด,18.68024528,99.93296437,"ศูนย์พัฒนาตำบลบ้านหวด, หมู่ที่ 2, บ้านหวด, งาว, ลำปาง"
22,ลำปาง,งาว,บ้านหวด,3,3,โรงเรียนไทยรัฐวิทยา 85,18.6084847,99.9043567,"โรงเรียนไทยรัฐวิทยา 85, หมู่ที่ 3, บ้านหวด, งาว, ลำปาง"
23,ลำปาง,งาว,บ้านหวด,4,3,ศาลาวัดห้วยทาก,18.68024528,99.93296437,"ศาลาวัดห้วยทาก, หมู่ที่ 3, บ้านหวด, งาว, ลำปาง"
24,ลำปาง,งาว,บ้านหวด,5,4,ศาลาวัดปางหละ,18.54743672,99.8463753,"ศาลาวัดปางหละ, หมู่ที่ 4, บ้านหวด, งาว, ลำปาง"
25,ลำปาง,งาว,บ้านหวด,6,5,สำนักสงฆ์แม่พร้าว,18.57761847,99.89551589,"สำนักสงฆ์แม่พร้าว, หมู่ที่ 5, บ้านหวด, งาว, ลำปาง"
26,ลำปาง,งาว,บ้านหวด,7,6,ศาลากลางหมู่บ้าน บ้านใหม่ธานี,18.68024528,99.93296437,"ศาลากลางหมู่บ้าน บ้านใหม่ธานี, หมู่ที่ 6, บ้านหวด, งาว, ลำปาง"
27,ลำปาง,งาว,บ้านอ้อน,1,1,ศาลากลางหมู่บ้าน บ้านแม่กวัก,18.7697635,99.91595814,"ศาลากลางหมู่บ้าน บ้านแม่กวัก, หมู่ที่ 1, บ้านอ้อน, งาว, ลำปาง"
28,ลำปาง,งาว,บ้านอ้อน,2,2,ศาลากลางหมู่บ้าน บ้านอ้อนใต้,18.7697635,99.91595814,"ศาลากลางหมู่บ้าน บ้านอ้อนใต้, หมู่ที่ 2, บ้านอ้อน, งาว, ลำปาง"
29,ลำปาง,งาว,บ้านอ้อน,3,3,ศาลากลางหมู่บ้าน บ้านอ้อนเหนือ,18.7697635,99.91595814,"ศาลากลางหมู่บ้าน บ้านอ้อนเหนือ, หมู่ที่ 3, บ้านอ้อน, งาว, ลำปาง"
30,ลำปาง,งาว,บ้านอ้อน,4,4,โรงเรียนปงมะโอ,18.75601564,99.92988872,"โรงเรียนปงมะโอ, หมู่ที่ 4, บ้านอ้อน, งาว, ลำปาง"
31,ลำปาง,งาว,บ้านอ้อน,5,5,ศาลาประชาคมบ้านห้วยหก,18.71929744,99.81780626,"ศาลาประชาคมบ้านห้วยหก, หมู่ที่ 5, บ้านอ้อน, งาว, ลำปาง"
32,ลำปาง,งาว,บ้านอ้อน,6,6,โรงเรียนบ้านอ้อน สาขาหัวทุ่ง,18.75815084,99.91398994,"โรงเรียนบ้านอ้อน สาขาหัวทุ่ง, หมู่ที่ 6, บ้านอ้อน, งาว, ลำปาง"
33,ลำปาง,งาว,บ้านอ้อน,7,7,ศาลาวัดบ้านแม่กวัก,18.7697635,99.91595814,"ศาลาวัดบ้านแม่กวัก, หมู่ที่ 7, บ้านอ้อน, งาว, ลำปาง"
34,ลำปาง,งาว,บ้านอ้อน,8,8,โรงเรียนบ้านแม่กวัก สาขาขุนอ้อนพัฒนา,18.77390573,99.91828125,"โรงเรียนบ้านแม่กวัก สาขาขุนอ้อนพัฒนา, หมู่ที่ 8, บ้านอ้อน, งาว, ลำปาง"
35,ลำปาง,งาว,บ้านแหง,1,1,ศาลากลางหมู่บ้าน บ้านแหงเหนือ,18.76341667,100.0089609,"ศาลากลางหมู่บ้าน บ้านแหงเหนือ, หมู่ที่ 1, บ้านแหง, งาว, ลำปาง"
36,ลำปาง,งาว,บ้านแหง,2,2,ศาลาอเนกประสงค์วัดบุญยืน,18.76574131,100.0089421,"ศาลาอเนกประสงค์วัดบุญยืน, หมู่ที่ 2, บ้านแหง, งาว, ลำปาง"
37,ลำปาง,งาว,บ้านแหง,3,3,ศาลาวัดร่องเห็ด,18.76224645,100.0047792,"ศาลาวัดร่องเห็ด, หมู่ที่ 3, บ้านแหง, งาว, ลำปาง"
38,ลำปาง,งาว,บ้านแหง,4,4,ศาลากลางหมู่บ้าน บ้านบ่อห้อ,18.74944377,100.0311454,"ศาลากลางหมู่บ้าน บ้านบ่อห้อ, หมู่ที่ 4, บ้านแหง, งาว, ลำปาง"
39,ลำปาง,งาว,บ้านแหง,5,4,ศาลาวัดศรีบุญเรือง,18.77665981,100.0224615,"ศาลาวัดศรีบุญเรือง, หมู่ที่ 4, บ้านแหง, งาว, ลำปาง"
40,ลำปาง,งาว,บ้านแหง,6,5,ศาลาประชาคม บ้านแม่งอน,18.74655873,100.016611,"ศาลาประชาคม บ้านแม่งอน, หมู่ที่ 5, บ้านแหง, งาว, ลำปาง"
41,ลำปาง,งาว,บ้านแหง,7,6,ศาลาประชาคม บ้านทุ่งโป่ง,18.74381432,100.0321601,"ศาลาประชาคม บ้านทุ่งโป่ง, หมู่ที่ 6, บ้านแหง, งาว, ลำปาง"
42,ลำปาง,งาว,บ้านแหง,8,7,ศาลาหน้าวัดแหงเหนือ,18.7721024,100.0086769,"ศาลาหน้าวัดแหงเหนือ, หมู่ที่ 7, บ้านแหง, งาว, ลำปาง"
43,ลำปาง,งาว,บ้านแหง,9,8,ศาลาสำนักสงฆ์ใหม่สามัคคี,18.76341667,100.0089609,"ศาลาสำนักสงฆ์ใหม่สามัคคี, หมู่ที่ 8, บ้านแหง, งาว, ลำปาง"
44,ลำปาง,งาว,บ้านโป่ง,1,1,ศาลากลางหมู่บ้าน บ้านสบเอิม,18.7150891,99.93877431,"ศาลากลางหมู่บ้าน บ้านสบเอิม, หมู่ที่ 1, บ้านโป่ง, งาว, ลำปาง"
45,ลำปาง,งาว,บ้านโป่ง,2,2,ศาลากลางหมู่บ้าน SML,18.7150891,99.93877431,"ศาลากลางหมู่บ้าน SML, หมู่ที่ 2, บ้านโป่ง, งาว, ลำปาง"
46,ลำปาง,งาว,บ้านโป่ง,3,3,ศาลากลางหมู่บ้าน บ้านสบพลึง,18.7150891,99.93877431,"ศาลากลางหมู่บ้าน บ้านสบพลึง, หมู่ที่ 3, บ้านโป่ง, งาว, ลำปาง"
47,ลำปาง,งาว,บ้านโป่ง,4,4,ศาลาโป่งหนองบัว,18.7150891,99.93877431,"ศาลาโป่งหนองบัว, หมู่ที่ 4, บ้านโป่ง, งาว, ลำปาง"
48,ลำปาง,งาว,บ้านโป่ง,5,5,ศาลากลางหมู่บ้าน บ้านเป๊าะ,18.7150891,99.93877431,"ศาลากลางหมู่บ้าน บ้านเป๊าะ, หมู่ที่ 5, บ้านโป่ง, งาว, ลำปาง"
49,ลำปาง,งาว,บ้านโป่ง,6,6,ศาลากลางหมู่บ้าน บ้านเหล่า,18.7150891,99.93877431,"ศาลากลางหมู่บ้าน บ้านเหล่า, หมู่ที่ 6, บ้านโป่ง, งาว, ลำปาง"
50,ลำปาง,งาว,บ้านโป่ง,7,7,ศาลากลางหมู่บ้าน บ้านหาดเชี่ยว,18.7150891,99.93877431,"ศาลากลางหมู่บ้าน บ้านหาดเชี่ยว, หมู่ที่ 7, บ้านโป่ง, งาว, ลำปาง"
51,ลำปาง,งาว,บ้านโป่ง,8,8,ศาลากลางหมู่บ้าน บ้านต้นมื่น,18.7150891,99.93877431,"ศาลากลางหมู่บ้าน บ้านต้นมื่น, หมู่ที่ 8, บ้านโป่ง, งาว, ลำปาง"
52,ลำปาง,งาว,บ้านโป่ง,9,9,ศาลาอเนกประสงค์ หมู่ที่ 9,18.7150891,99.93877431,"ศาลาอเนกประสงค์ หมู่ที่ 9, หมู่ที่ 9, บ้านโป่ง, งาว, ลำปาง"
53,ลำปาง,งาว,บ้านโป่ง,10,10,ศาลาวัดบ้านเป๊าะ,18.71550771,99.97175808,"ศาลาวัดบ้านเป๊าะ, หมู่ที่ 10, บ้านโป่ง, งาว, ลำปาง"
54,ลำปาง,งาว,บ้านโป่ง,11,11,ศาลากลางหมู่บ้าน บ้านสันโค้งพัฒนา,18.7150891,99.93877431,"ศาลากลางหมู่บ้าน บ้านสันโค้งพัฒนา, หมู่ที่ 11, บ้านโป่ง, งาว, ลำปาง"
55,ลำปาง,งาว,บ้านโป่ง,12,12,ศาลากลางหมู่บ้าน บ้านโป่งแก้ว,18.7150891,99.93877431,"ศาลากลางหมู่บ้าน บ้านโป่งแก้ว, หมู่ที่ 12, บ้านโป่ง, งาว, ลำปาง"
56,ลำปาง,งาว,ปงเตา,1,1,ศาลากลางหมู่บ้าน บ้านปงเตา,18.82752006,99.93625785,"ศาลากลางหมู่บ้าน บ้านปงเตา, หมู่ที่ 1, ปงเตา, งาว, ลำปาง"
57,ลำปาง,งาว,ปงเตา,2,2,หอประชุมประจำหมู่บ้าน บ้านห้วยอูน,18.82752006,99.93625785,"หอประชุมประจำหมู่บ้าน บ้านห้วยอูน, หมู่ที่ 2, ปงเตา, งาว, ลำปาง"
58,ลำปาง,งาว,ปงเตา,3,3,สำนักสงฆ์พร้าวใหม่,18.82686208,99.95013333,"สำนักสงฆ์พร้าวใหม่, หมู่ที่ 3, ปงเตา, งาว, ลำปาง"
59,ลำปาง,งาว,ปงเตา,4,4,ศาลากลางหมู่บ้าน บ้านปันเหนือ,18.82752006,99.93625785,"ศาลากลางหมู่บ้าน บ้านปันเหนือ, หมู่ที่ 4, ปงเตา, งาว, ลำปาง"
60,ลำปาง,งาว,ปงเตา,5,5,ศาลาวัดปันใต้,18.79900778,99.96614398,"ศาลาวัดปันใต้, หมู่ที่ 5, ปงเตา, งาว, ลำปาง"
61,ลำปาง,งาว,ปงเตา,6,6,โรงเรียนบ่อสี่เหลี่ยม,18.89179482,99.81715787,"โรงเรียนบ่อสี่เหลี่ยม, หมู่ที่ 6, ปงเตา, งาว, ลำปาง"
62,ลำปาง,งาว,ปงเตา,7,7,ศาลากลางหมู่บ้าน บ้านขุนแหง,18.82752006,99.93625785,"ศาลากลางหมู่บ้าน บ้านขุนแหง, หมู่ที่ 7, ปงเตา, งาว, ลำปาง"
63,ลำปาง,งาว,ปงเตา,8,8,ศาลากลางหมู่บ้าน บ้านหัวทุ่ง,18.83798702,99.90633151,"ศาลากลางหมู่บ้าน บ้านหัวทุ่ง, หมู่ที่ 8, ปงเตา, งาว, ลำปาง"
64,ลำปาง,งาว,ปงเตา,9,9,ศาลากลางหมู่บ้าน บ้านปันพัฒนา,18.82752006,99.93625785,"ศาลากลางหมู่บ้าน บ้านปันพัฒนา, หมู่ที่ 9, ปงเตา, งาว, ลำปาง"
65,ลำปาง,งาว,ปงเตา,10,10,ศาลาหลางหมู่บ้าน บ้านห้วยน้ำตื้น,18.87978011,99.85329324,"ศาลาหลางหมู่บ้าน บ้านห้วยน้ำตื้น, หมู่ที่ 10, ปงเตา, งาว, ลำปาง"
66,ลำปาง,งาว,ปงเตา,11,11,ศาลากลางหมู่บ้าน บ้านสามเหลี่ยม,18.82752006,99.93625785,"ศาลากลางหมู่บ้าน บ้านสามเหลี่ยม, หมู่ที่ 11, ปงเตา, งาว, ลำปาง"
67,ลำปาง,งาว,ปงเตา,12,12,ศาลากลางหมู่บ้าน บ้านปงเตา,18.82752006,99.93625785,"ศาลากลางหมู่บ้าน บ้านปงเตา, หมู่ที่ 12, ปงเตา, งาว, ลำปาง"
68,ลำปาง,งาว,ปงเตา,13,13,ศาลากลางหมู่บ้าน พร้าวใหม่พัฒนา,18.82752006,99.93625785,"ศาลากลางหมู่บ้าน พร้าวใหม่พัฒนา, หมู่ที่ 13, ปงเตา, งาว, ลำปาง"
69,ลำปาง,งาว,หลวงเหนือ,1,1,ศาลาวัดสบแหง,18.74911413,99.9878839,"ศาลาวัดสบแหง, หมู่ที่ 1, หลวงเหนือ, งาว, ลำปาง"
70,ลำปาง,งาว,หลวงเหนือ,2,2,ศาลาวัดดอกป้าน,18.7494142,99.98607391,"ศาลาวัดดอกป้าน, หมู่ที่ 2, หลวงเหนือ, งาว, ลำปาง"
71,ลำปาง,งาว,หลวงเหนือ,3,3,ศาลาวัดหลวง,18.75256362,99.98074551,"ศาลาวัดหลวง, หมู่ที่ 3, หลวงเหนือ, งาว, ลำปาง"
72,ลำปาง,งาว,หลวงเหนือ,4,4,ศาลาวัดต้นต้อง,18.76749797,99.98203623,"ศาลาวัดต้นต้อง, หมู่ที่ 4, หลวงเหนือ, งาว, ลำปาง"
73,ลำปาง,งาว,หลวงเหนือ,5,4,ศาลาอเนกประสงค์หนองเต่า,18.75323149,99.98245227,"ศาลาอเนกประสงค์หนองเต่า, หมู่ที่ 4, หลวงเหนือ, งาว, ลำปาง"
74,ลำปาง,งาว,หลวงเหนือ,6,5,ศาลาวัดศรีมุงเมือง,18.76378677,99.97648252,"ศาลาวัดศรีมุงเมือง, หมู่ที่ 5, หลวงเหนือ, งาว, ลำปาง"
75,ลำปาง,งาว,หลวงเหนือ,7,6,ศาลาวัดทุ่งโป้ศรัทธาราม,18.75323149,99.98245227,"ศาลาวัดทุ่งโป้ศรัทธาราม, หมู่ที่ 6, หลวงเหนือ, งาว, ลำปาง"
76,ลำปาง,งาว,หลวงใต้,1,1,ศาลากลางหมู่บ้าน บ้านน้ำจำ,18.73201861,99.97345626,"ศาลากลางหมู่บ้าน บ้านน้ำจำ, หมู่ที่ 1, หลวงใต้, งาว, ลำปาง"
77,ลำปาง,งาว,หลวงใต้,2,2,ศาลาอเนกประสงค์บ้านทุ่ง,18.74885887,99.97245208,"ศาลาอเนกประสงค์บ้านทุ่ง, หมู่ที่ 2, หลวงใต้, งาว, ลำปาง"
78,ลำปาง,งาว,หลวงใต้,3,3,ศาลาวัดน้ำล้อม,18.76992243,99.98035791,"ศาลาวัดน้ำล้อม, หมู่ที่ 3, หลวงใต้, งาว, ลำปาง"
79,ลำปาง,งาว,หลวงใต้,4,4,ศาลาวัดปงคก,18.75001567,99.97934094,"ศาลาวัดปงคก, หมู่ที่ 4, หลวงใต้, งาว, ลำปาง"
80,ลำปาง,งาว,หลวงใต้,5,5,ศาลาวัดทุ่งสุ่ม,18.74727376,99.98292674,"ศาลาวัดทุ่งสุ่ม, หมู่ที่ 5, หลวงใต้, งาว, ลำปาง"
81,ลำปาง,งาว,หลวงใต้,6,6,ศาลาวัดวังควาย,18.74132238,99.98673669,"ศาลาวัดวังควาย, หมู่ที่ 6, หลวงใต้, งาว, ลำปาง"
82,ลำปาง,งาว,หลวงใต้,7,7,ศาลากลางหมู่บ้าน บ้านดง,18.75347297,99.9666193,"ศาลากลางหมู่บ้าน บ้านดง, หมู่ที่ 7, หลวงใต้, งาว, ลำปาง"
83,ลำปาง,งาว,หลวงใต้,8,8,ศาลากลางหมู่บ้าน บ้านใหม่เจริญสุข,18.73423906,99.97090984,"ศาลากลางหมู่บ้าน บ้านใหม่เจริญสุข, หมู่ที่ 8, หลวงใต้, งาว, ลำปาง"
84,ลำปาง,งาว,แม่ตีบ,1,1,โรงเรียนบ้านทุ่ง,18.61615219,100.0411422,"โรงเรียนบ้านทุ่ง, หมู่ที่ 1, แม่ตีบ, งาว, ลำปาง"
85,ลำปาง,งาว,แม่ตีบ,2,1,ศาลาวัดดอกคำใต้,18.61810092,100.041113,"ศาลาวัดดอกคำใต้, หมู่ที่ 1, แม่ตีบ, งาว, ลำปาง"
86,ลำปาง,งาว,แม่ตีบ,3,2,ศาลากลางหมู่บ้าน บ้านแม่ตีบหลวง,18.59916768,100.0336112,"ศาลากลางหมู่บ้าน บ้านแม่ตีบหลวง, หมู่ที่ 2, แม่ตีบ, งาว, ลำปาง"
87,ลำปาง,งาว,แม่ตีบ,4,2,ศาลาวัดแม่ตีบหลวง,18.60577678,100.0389755,"ศาลาวัดแม่ตีบหลวง, หมู่ที่ 2, แม่ตีบ, งาว, ลำปาง"
88,ลำปาง,งาว,แม่ตีบ,5,3,โรงเรียนบ้านแม่ตีบ,18.59969508,100.0327549,"โรงเรียนบ้านแม่ตีบ, หมู่ที่ 3, แม่ตีบ, งาว, ลำปาง"
89,ลำปาง,งาว,แม่ตีบ,6,4,โรงเรียนบ้านงิ้วงาม,18.55322665,100.0117419,"โรงเรียนบ้านงิ้วงาม, หมู่ที่ 4, แม่ตีบ, งาว, ลำปาง"
90,ลำปาง,งาว,แม่ตีบ,7,5,ศาลาอเนกประสงค์บ้านแม่งาว,18.61316632,100.0366823,"ศาลาอเนกประสงค์บ้านแม่งาว, หมู่ที่ 5, แม่ตีบ, งาว, ลำปาง"
91,ลำปาง,วังเหนือ,ทุ่งฮั้ว,1,1,อาคารศาลาประชาคมหมู่บ้านบ้านทุ่งปี้ หมู่ที่ 1,19.25089497,99.63889349,"อาคารศาลาประชาคมหมู่บ้านบ้านทุ่งปี้ หมู่ที่ 1, หมู่ที่ 1, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
92,ลำปาง,วังเหนือ,ทุ่งฮั้ว,2,2,อาคารอเนกประสงค์วัดแม่ทรายเงิน หมู่ที่ 2,19.24185146,99.63998922,"อาคารอเนกประสงค์วัดแม่ทรายเงิน หมู่ที่ 2, หมู่ที่ 2, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
93,ลำปาง,วังเหนือ,ทุ่งฮั้ว,3,3,อาคารอเนกประสงค์บ้านผาดิน หมู่ที่ 3,19.23262435,99.63443843,"อาคารอเนกประสงค์บ้านผาดิน หมู่ที่ 3, หมู่ที่ 3, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
94,ลำปาง,วังเหนือ,ทุ่งฮั้ว,4,4,อาคารอเนกประสงค์บ้านทุ่งฮั้ว หมู่ที่ 4,19.23262435,99.63443843,"อาคารอเนกประสงค์บ้านทุ่งฮั้ว หมู่ที่ 4, หมู่ที่ 4, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
95,ลำปาง,วังเหนือ,ทุ่งฮั้ว,5,5,โรงเรียนบ้านวังมน หมู่ที่ 5,19.20226618,99.62297454,"โรงเรียนบ้านวังมน หมู่ที่ 5, หมู่ที่ 5, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
96,ลำปาง,วังเหนือ,ทุ่งฮั้ว,6,6,อาคารอเนกประสงค์บ้านผาแดง หมู่ที่ 6,19.23262435,99.63443843,"อาคารอเนกประสงค์บ้านผาแดง หมู่ที่ 6, หมู่ที่ 6, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
97,ลำปาง,วังเหนือ,ทุ่งฮั้ว,7,7,ศาลาการเปรียญวัดห้วยกันทา หมู่ที่ 7,19.24389207,99.63120038,"ศาลาการเปรียญวัดห้วยกันทา หมู่ที่ 7, หมู่ที่ 7, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
98,ลำปาง,วังเหนือ,ทุ่งฮั้ว,8,8,อาคารอเนกประสงค์บ้านแม่เลียบ หมู่ที่ 8,19.23262435,99.63443843,"อาคารอเนกประสงค์บ้านแม่เลียบ หมู่ที่ 8, หมู่ที่ 8, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
99,ลำปาง,วังเหนือ,ทุ่งฮั้ว,9,9,อาคารอเนกประสงค์บ้านบนทุ่ง หมู่ที่ 9,19.23262435,99.63443843,"อาคารอเนกประสงค์บ้านบนทุ่ง หมู่ที่ 9, หมู่ที่ 9, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
100,ลำปาง,วังเหนือ,ทุ่งฮั้ว,10,10,อาคารอเนกประสงค์บ้านป่าบง -ฮ่องไฮ หมู่ที่10,19.23262435,99.63443843,"อาคารอเนกประสงค์บ้านป่าบง -ฮ่องไฮ หมู่ที่10, หมู่ที่ 10, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
101,ลำปาง,วังเหนือ,ทุ่งฮั้ว,11,11,อาคารอเนกประสงค์บ้านทุ่งฮั้วพัฒนา หมู่ที่ 11,19.23262435,99.63443843,"อาคารอเนกประสงค์บ้านทุ่งฮั้วพัฒนา หมู่ที่ 11, หมู่ที่ 11, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
102,ลำปาง,วังเหนือ,ทุ่งฮั้ว,12,12,อาคารอเนกประสงค์บ้านทุ่งวังทอง หมู่ที่ 12,19.23262435,99.63443843,"อาคารอเนกประสงค์บ้านทุ่งวังทอง หมู่ที่ 12, หมู่ที่ 12, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
103,ลำปาง,วังเหนือ,บ้านใหม่,1,1,อาคารชมรมผู้สูงอายุบ้านทัพป่าเส้า หมู่ที่ 1 บ้านทัพป่าเส้า,19.19227146,99.61982385,"อาคารชมรมผู้สูงอายุบ้านทัพป่าเส้า หมู่ที่ 1 บ้านทัพป่าเส้า, หมู่ที่ 1, บ้านใหม่, วังเหนือ, ลำปาง"
104,ลำปาง,วังเหนือ,บ้านใหม่,2,2,อาคารอเนกประสงค์บ้านใหม่พัฒนา หมู่ที่ 2 บ้านใหม่พัฒนา,19.14570425,99.6192379,"อาคารอเนกประสงค์บ้านใหม่พัฒนา หมู่ที่ 2 บ้านใหม่พัฒนา, หมู่ที่ 2, บ้านใหม่, วังเหนือ, ลำปาง"
105,ลำปาง,วังเหนือ,บ้านใหม่,3,6,หอประชุมโรงเรียนชุมชนบ้านใหม่  หมู่ที่ 6 บ้านใหม่,19.14570425,99.6192379,"หอประชุมโรงเรียนชุมชนบ้านใหม่  หมู่ที่ 6 บ้านใหม่, หมู่ที่ 6, บ้านใหม่, วังเหนือ, ลำปาง"
106,ลำปาง,วังเหนือ,บ้านใหม่,4,6,อาคารรวมใจผู้สูงอายุบ้านใหม่ หมู่ที่ 6 บ้านใหม่,19.14570425,99.6192379,"อาคารรวมใจผู้สูงอายุบ้านใหม่ หมู่ที่ 6 บ้านใหม่, หมู่ที่ 6, บ้านใหม่, วังเหนือ, ลำปาง"
107,ลำปาง,วังเหนือ,ร่องเคาะ,1,1,อาคารอเนกประสงค์บ้านผาช่อ หมู่ที่ 1,18.90782908,99.60705842,"อาคารอเนกประสงค์บ้านผาช่อ หมู่ที่ 1, หมู่ที่ 1, ร่องเคาะ, วังเหนือ, ลำปาง"
108,ลำปาง,วังเหนือ,ร่องเคาะ,2,2,อาคารอเนกประสงค์บ้านห้วยก้อด หมู่ที่ 2,19.03747921,99.61187681,"อาคารอเนกประสงค์บ้านห้วยก้อด หมู่ที่ 2, หมู่ที่ 2, ร่องเคาะ, วังเหนือ, ลำปาง"
109,ลำปาง,วังเหนือ,ร่องเคาะ,3,3,โรงเรียนบ้านป่าคา หมู่ที่ 3,18.99103749,99.61606901,"โรงเรียนบ้านป่าคา หมู่ที่ 3, หมู่ที่ 3, ร่องเคาะ, วังเหนือ, ลำปาง"
110,ลำปาง,วังเหนือ,ร่องเคาะ,4,4,ศาลาการเปรียญวัดทุ่งฝูง หมู่ที่ 4,18.98933739,99.63045651,"ศาลาการเปรียญวัดทุ่งฝูง หมู่ที่ 4, หมู่ที่ 4, ร่องเคาะ, วังเหนือ, ลำปาง"
